url,label
http://www.password-visa.io,0
http://sceure.biz/urgent,1
https://www.secure.github.edu/paypal/paypal/verify,0
https://www.password.biz,0
https://www.ustr.gov/alert/account,1
https://secure.info@twitter.net/access,1
https://login.org/zc2uw5n3y7/j8mn2r5ta/gn6s003c6c9de/bkxu1if6cd?unusual=confirm&limited=1&wallet=true,1
https://is.gd/Qh8aRcZ,1
https://www.github.info/account/login,0
http://tr.im/Or8vA1D,1
https://discover-user.password.gov,1
http://ebay-verify.account.biz,1
http://account.info/0uhu3t2p4f/cgr2md33b69xwtg/kloyj4cb?unusual=yes&account=yes&login=yes&banking=1,1
https://www.discover.signin.org/chase/microsoft,0
http://www.ebay.edu/mastercard?target=account&walmart=apple,0
https://www.dashboadr.edu/update/important,1
http://secure.admin-login.verify.io,1
https://amex.org/u3pu8fzg7sz/7f2ccdnf4/dy93rlp9sd6/87w7s0ud9jx4qa9/6dh6khzg80shevf?activity=true&official=true&limited=1&confirm=1&access=yes,1
http://cli.gs/63doQE,1
http://ow.ly/SDcIOkxT,1
https://microsoft.edu/user/admin/chase?verify=profile&login=amex&amex=google,0
http://www.bank.instagram.io,0
http://www.admin-amex.org/google/profile/admin,0
https://ebay.net@linkedin.co/paypal,1
https://visa.github.net/youtube/confirm,0
https://www.walmart.org/amex/spotify,0
https://accovnt.io/verify/suspended,1
http://www.github.biz/dashboard/user/target,0
https://www.github.info,0
https://www.login.io/apple/citi?youtube=profile&profile=linkedin,0
http://official.amazon-netflix.paypal.edu,1
https://113.120.151.99/suspended,1
http://242.216.186.252/update,1
http://104.46.64.247/confirm,1
https://twitter-google.admin.io,1
https://www.instagram.biz,0
http://wellsfargo.youtube.net,0
https://notification.instagram-instagram.visa.com,1
http://www.verify.net,0
https://wellsfargo.edu,0
https://225.218.242.195/verify,1
https://cli.gs/zrUjs,1
http://www.google.org/citi/spotify,0
http://www.walmart.info,0
https://cli.gs/ZvPb7tv,1
http://login.google-walmart.amazon.info,1
http://banking.password-apple.dashboard.net,1
http://lolin.io/limited/urgent,1
https://www.eyay.co/confirm/verify,1
https://confirm.org@profile.biz/wallet,1
http://www.signin.netflix.co,0
http://www.walmart.net/netflix/amazon/login,0
http://tinyurl.com/2R5xpq,1
https://www.twitter.com,0
http://www.verify.co,0
http://security.visa-instagram.dashboard.com,1
http://paypal.facebook-dashboard.citi.net,1
http://www.waimart.io/important/verify,1
http://146.127.213.11/wallet,1
https://www.admin.com,0
https://www.github.gov/chase/walmart/github?youtube=youtube&walmart=linkedin&admin=user,0
https://www.youtube.gov/update,0
http://www.youtube.info/linkedin/spotify/walmart,0
https://www.wellsfargo-walmart.net/signin/login,0
https://signin.io/citi/discover,0
http://www.amazon.org,0
https://apple.org/github/user,0
http://cli.gs/HWM6J,1
https://66.66.36.125/authenticate,1
https://user.user.io,0
http://www.paypal.ebay.edu/account,0
http://official.netflix-mastercard.target.org,1
https://134.7.183.85/notification,1
http://www.mastercard.net,0
https://amazon.org/hshf3xe6m2z7/yutzyodfcxw4nv9/3bl017gveyvcqk/j3hjld3fcg?notification=yes&banking=1&update=yes&activity=1,1
https://85.219.46.80/banking,1
https://www.cahse.io/paypal,1
https://www.instaguam.gov/suspended/signin,1
https://admin.info/u481dlv34us6/rfqqb91ptswe/x0eog5jq89pkm2/u6g8uupr4zvginq/jlekbto87yez/1fht78wjp5m/qw5lxjjwv2g/pyex034z0?limited=confirm&verify=yes&limited=confirm&wallet=1&secure=yes,1
http://twitter.net/linkedin/paypal/visa,0
https://official.facebook-google.amex.org,1
https://www.amex.info,0
http://www.profile.net/password?amex=paypal&instagram=walmart,0
http://www.netflix.gov,0
http://www.secure.edu/confirm,0
https://discover.ebay-dashboard.net,0
https://www.mastercard.io,0
http://account-target.org/facebook?verify=admin,0
https://www.citi.org,0
http://github.org/9soo2q2dzw4b/jvn6peeq15/plfz43oh8/ah6q0nvz/960bs8r7wypei0?account=1&paypal=confirm&verify=true&update=confirm&activity=yes,1
http://24.116.146.14/important,1
http://paypal.biz/9wr8kp8pu/h4hmm64l0d3r/vpeymxxyqdlib/ltj8dwxjkw5/33tq1nwkkrfkl/mvpho2qxnx4s72m/jf6m64kkiq/85fy2l8btvr?authenticate=yes&suspended=1&verify=1,1
http://www.faecbook.info/alert/verify,1
https://mastercard-github.io/profile,0
http://wellsfargo.io@github.io/login,1
https://is.gd/zam3ZJh,1
http://www.github.info/update/youtube,0
https://192.202.222.206/update,1
http://tinyurl.com/KibX2u1,1
http://www.youtube.info/discover/password,0
https://security.discover-bank.google.co,1
http://www.admin.gov,0
https://www.waltart.info/paypal,1
https://mastercard.edu/n656ppowcj5l/jqw0hecq4j4/jctwc4b9e/8ueo1nvg/cyewv1umht1v2z/mufx50h2mbkur?confirm=1&password=yes&verify=true,1
http://signin.biz@google.edu/confirm,1
https://www.netflix.io,0
http://125.81.13.192/password,1
https://148.224.184.176/limited,1
http://user.info@instagram.io/alert,1
http://password.gov/facebook,0
http://google-amazon.visa.edu,1
http://www.target-mastercard.info/confirm/verify?password=wellsfargo&target=target,0
http://twitter.org/cyi8rx18o24gs1d/08k2b5a8pec5wl2/0zvlpaew8s/u4legputti/99s6ugkaosfl/vzgm3a2t94/w52x6du1?confirm=confirm&signin=true&verify=1,1
https://www.facebook.biz,0
https://www.gmogle.biz/login/verify,1
http://www.confirm.verify.net,0
https://walmart.edu/fgik4frqho/8we1jlbiueol7e4/11m273zv4/okfljen9a/eyxbq5rtl?authenticate=1&urgent=yes&signin=yes&login=confirm&unusual=yes,1
https://www.apple-walmart.info/google/user?profile=user&apple=update,0
http://www.secure.biz,0
https://login.edu/03ip3zz00nvguyu/pg72ive82rb/fwrqem6zqf/hedsmi6u/kf3dm6tr6jqxq8/erbupso3yb/h8g5bu7bo2d/bl9qhf2mcx?paypal=yes&authenticate=confirm,1
http://is.gd/eq5VgQiE,1
https://verify.mastercard-spotify.update.gov,1
http://www.instagram.io/ebay,0
http://tr.im/08kK0,1
http://www.password.discover-instagram.gov,0
http://confirm-citi.paypal.edu,1
https://www.target.co/dashboard/twitter/secure,0
http://www.update.io,0
http://dashboard.edu@facebook.info/important,1
http://www.github.info,0
http://www.password.biz/amazon,0
https://www.visa.info,0
http://secure.info/l49wglwi/ac9n01qty99vz/rpnujlldele2/qs4x2vei6m9ev1/g125rjnwfyy4c/29v7e87e9pr7/sm13ims6j?suspended=confirm&authenticate=confirm&security=true&alert=true&official=1,1
https://www.amex.update.com/mastercard/dashboard/linkedin,0
https://www.liknedin.biz/banking/suspended,1
http://bit.ly/nbbQ7YYi,1
http://www.sginin.net/secure,1
https://dashboard.net/7di6ej3p4e76pw/m3e2i68a2yh/he1028fvypty6/0x0qcb0dv7xy/e1rq8y3hxr4p8/ts7l8nw4g/wwq04pjghbl?paypal=confirm&banking=yes,1
http://www.adimn.io/unusual/security,1
http://target.info@visa.net/secure,1
http://68.207.37.152/account,1
http://youtube.com/confirm/citi/dashboard?account=secure&google=apple,0
https://163.178.122.69/confirm,1
http://amex-amex.google.biz,1
http://bank.io@github.co/urgent,1
http://www.walmart.info,0
https://goo.gl/8sxFE,1
http://106.233.205.162/access,1
http://bit.ly/Zni0C,1
https://www.microsoft.amex.net/spotify,0
http://microsoft.co/i7dweczgfo5iks4/gqj8xg5im6nzhk0/ts04t6tuni4/2iwq3vlp87q/fdwo4ca32v?verify=1&verify=true,1
https://170.87.212.150/verify,1
https://verify-secure.gov/amazon?amazon=amex,0
http://appel.gov/confirm/suspended,1
https://www.visa.org,0
http://www.visa.biz,0
https://secuer.co/security/unusual,1
https://ow.ly/EJAJJ,1
http://tinyurl.com/KsuBM,1
https://netflix.edu/jnk7uf7pj/4r4iaqmqqfwpgib/4thixx64s/4ooaei308le/qzhn66radi/40grwft7egy/ptoebqpbj2d9s3/irfl97kfx6r2c?security=1&secure=confirm,1
http://88.221.59.134/suspended,1
https://www.mastercard.dashboard.co/password/amex/citi,0
http://discover.co@password.gov/limited,1
http://www.linkedin.biz/signin/login/mastercard?update=bank,0
https://tinyurl.com/fd949,1
https://tinyurl.com/6A0cykd,1
http://secuqe.edu/banking/official,1
https://google.com/695h4wlezwn/mpyqxg4d2nnq6l/pfhug3837l/5afmz8vz?update=true&login=confirm,1
http://access.amex-mastercard.account.edu,1
https://login.co,0
https://facebook.gov/1wfr7k6xbz/7pvx1ul2fx9/o8j9ggdjhhppp/764mwxggts/0wjcpl2htu/z44ng6e6sljb/inf9wxfrjp2zhqa?paypal=true&authenticate=1&paypal=confirm&login=1&notification=yes,1
http://bnak.info/verify/access,1
http://www.instgaram.co/paypal/login,1
http://paypal.co/d8w1cjsv6dtdmil/3sk9ouxjkj5k9/6xraaz7xxitxth/dnvggm8u?account=yes&verify=confirm,1
https://206.178.94.104/update,1
https://www.confirm.biz,0
http://admin.biz,0
http://bit.ly/GzAxo,1
https://wellsfargo.co,0
http://131.127.172.186/notification,1
https://important.paypal-github.update.net,1
https://mastercard.edu@linkedin.co/authenticate,1
https://www.password.instagram.gov,0
https://activity.youtube-user.linkedin.co,1
http://facebook.org/jiy3hn3aphl6/jz2408ggwpwy4te/1ftpzql2o1rq/zf2c65yaap9yo4/q9xyo1alx/4pkn8zoq?verify=1&account=1,1
https://www.admin.com/admin/password,0
https://www.admin-signin.co,0
http://login.edu/profile,0
http://www.confirm.amex.io/profile/microsoft/netflix,0
https://www.wellsfargo.com/secure,0
https://www.login.org,0
https://29.202.107.54/urgent,1
https://www.secure.co/google/secure,0
https://www.apple.org/youtube,0
https://urgent.login-password.apple.edu,1
https://discover.com/twitter,0
https://confirm.chase-secure.instagram.org,1
https://www.twitter.citi.info,0
https://www.spotify.info,0
http://important.mastercard-citi.mastercard.com,1
https://www.signin.facebook.net,0
http://verify.net@target.gov/important,1
https://www.uesr.com/account/banking,1
https://www.spotify.confirm.biz,0
https://www.google.io,0
https://www.ebay.com,0
https://microsoft.biz@secure.net/password,1
http://walmart.org/w5sanlzbn2/ly9a4h4jk8t9/ywvzdfnxqr072/2a9v6ea0pn1j47/e0r1j3sn2unldqd?verify=1&verify=true&activity=true,1
https://www.admin.info/amazon/discover/apple?youtube=instagram,0
https://banking.account-linkedin.google.org,1
http://88.70.63.106/important,1
https://wallet.confirm-admin.amex.co,1
https://www.citi.co,0
https://mastercard.dashboard-confirm.com/spotify/walmart/visa,0
http://citi.gov@linkedin.info/access,1
https://tr.im/AJKhRh,1
https://www.instagram.info/target?mastercard=twitter&microsoft=confirm&github=netflix,0
http://dashboard-youtube.profile.gov,1
https://microsoft.org/bank,0
https://www.wellsfargo.discover.biz,0
https://www.signin.edu,0
https://www.bakn.org/banking,1
https://242.15.79.246/secure,1
https://update.bank-mastercard.amex.edu,1
http://www.user.login-amex.com,0
http://cli.gs/ZSQX2C54,1
http://youtube-chase.co/amex/verify/citi,0
https://www.linkedin.user.biz,0
http://www.verify.confirm.info/visa/password/twitter,0
https://www.youtube.apple.net/google?wellsfargo=github,0
http://amex.com,0
http://www.bank-profile.org/profile/discover/facebook,0
http://walmatr.gov/limited,1
http://amazon.org,0
http://79.206.76.32/security,1
http://www.amex.com/secure/amazon/login,0
https://instagram.edu@user.edu/login,1
http://www.amex-visa.info/linkedin,0
https://www.wellsfargo.biz,0
http://www.visa.co/password/confirm/confirm,0
https://user.biz/1h3d0yhm/ryyw40oeyqhap8/82jw2m9mo/qctes87a5zwq8/5on636i2r/245pup8f7ahw?unusual=1&update=true&access=1&verify=true&security=true,1
https://www.facbeook.io/paypal/activity,1
https://www.paypal.org,0
http://ow.ly/06pPY41,1
https://www.amazon.net,0
http://www.citi.org/instagram/admin,0
https://www.signin.co,0
http://236.73.226.32/paypal,1
http://account.amex-paypal.instagram.info,1
http://www.wellsfargo.password.biz/apple/profile/login,0
http://www.mastercard.edu/password/signin/verify,0
https://66.159.172.21/confirm,1
https://cli.gs/0pztG,1
http://www.instagram.info,0
http://www.visa.net,0
http://www.visa.gov/visa/signin/google?dashboard=amazon,0
http://80.77.184.139/wallet,1
https://97.212.33.188/banking,1
http://www.pawpal.info/signin/unusual,1
http://youtube.org@instagram.io/limited,1
https://www.insatgram.gov/update/secure,1
https://www.account.io/mastercard/dashboard,0
http://www.github.org/github?visa=profile&facebook=verify,0
http://discover.com/ip4n54vf0t/mn2aspimxomw1tj/vfg7vo5uzcph0s/lhmaez8v5/vrg0xvxopqkv1hi?suspended=1&secure=true&security=yes&verify=confirm&official=yes,1
http://verify-amex.verify.co,1
http://101.227.137.229/paypal,1
http://www.wellfsargo.co/alert/banking,1
https://www.walmart.bank.co,0
https://spotify.info,0
http://password.chase-user.citi.info,1
http://bit.ly/HDkUBM,1
https://netflix.signin.info/citi/confirm,0
http://www.citi.apple.co/netflix,0
https://google.biz/bcjeh30ldzycb/ffq2lyzggb/xo8npo9s?confirm=1&password=yes,1
http://www.account.biz,0
http://citi.biz/amazon?microsoft=paypal&walmart=netflix&citi=bank,0
http://www.signin.edu,0
http://www.paypal.edu/user?ebay=verify&signin=profile&discover=password,0
https://www.user.co,0
https://cli.gs/bXJWT,1
https://update.info/agvn72rpyl6iey/nf2umos0ldxw/oxw3zfjt2yzsb/l4nkrb1pm18yv/yh9vx800ozf6m/i4vvs1fmd34?unusual=true&urgent=true&notification=true&access=1&important=1,1
https://www.spotify.org,0
http://www.confirm.co,0
http://netflix.gov/w5pgmbx7h3z78f/mjrgie6f4ii/26iy3p9qq/890xjjrcgdlppn7?authenticate=1&access=1&banking=confirm,1
https://93.17.150.45/activity,1
https://www.login.io/dashboard/amex,0
http://161.209.5.44/paypal,1
http://185.152.186.103/urgent,1
https://www.youtube.co/instagram,0
https://activity.signin-netflix.instagram.com,1
https://www.walmart.net,0
http://paypal.net/vxf691y4l8hhdmg/766ynp2f77b/zz1os2tr0yyk/fle3hzy9el/itrhqam19ly6hck/0tn564svan7er/rmybxxv8g/x4jwbgki?access=1&important=1&security=1,1
http://www.walmart.account.com/visa/instagram,0
https://signin.linkedin-admin.user.biz,1
https://www.amazon.edu,0
https://www.linkedin.update.info/amazon?spotify=verify&account=microsoft,0
https://paypal.edu/facebook/spotify,0
https://www.update.info/instagram?citi=user,0
http://65.28.239.238/password,1
https://75.47.109.53/verify,1
https://google.co@admin.com/signin,1
https://amazon-linkedin.walmart.edu,1
https://41.56.178.226/verify,1
https://94.136.112.135/activity,1
http://google.info/password/admin?signin=twitter&amex=github,0
https://google-secure.target.info,1
http://google.net/88ct3zy3bnvm/jb5mntkf8w/tsdlyatlt/f51a0zlpcgd?important=yes&confirm=1&access=1&secure=confirm&suspended=true,1
https://www.signin-chase.io,0
http://www.signin.info/twitter/profile,0
https://walmart-youtube.info/wellsfargo/apple/bank,0
https://account.io@target.net/limited,1
http://bit.ly/sVPfp,1
http://www.paypal.youtube.co,0
https://www.netflix.apple.com,0
https://github.dashboard.info,0
https://www.microsoft.secure-google.net/spotify/youtube,0
http://www.walmart.org/ebay/amex,0
https://instagram.gov@bank.biz/banking,1
http://netflix.com@account.org/unusual,1
https://admin.net/6sp9zwexn/j7hygwudezzvf7d/mioe34cbpa/v8u12ia2mvu3zj/ftchzr63l/jglqg9esnfbfdx2/fi7ny2j0/novtyjtn5v?secure=confirm&banking=true&urgent=yes&security=confirm,1
http://www.dashboard.co/mastercard/bank/target,0
https://www.amex.password-twitter.gov/target/password,0
http://facebook.confirm.io,0
https://spotify.com@google.biz/verify,1
http://youtube.info/e7bdwxpjmfe3s73/c6hdgmbbnkg0/lbl42huqm/ic65uq9nnfxoo45/zn8hvjzmcjo82/vcvma1l1/8qdppeqazlqlidv?secure=true&update=yes&access=true&suspended=1,1
http://amxe.gov/confirm/security,1
http://mastercard-discover.biz/login?profile=mastercard&instagram=instagram,0
http://t.co/zKFsWZ2K,1
http://login.edu,0
http://243.153.124.9/password,1
https://134.89.172.238/important,1
http://microsoft.info/va3skv90/jcj84rrjlltr/eauhqbgxk/rjt0qomahrb8l0/k3i3nycw0i1r?important=1&unusual=true&paypal=confirm&confirm=yes,1
http://www.twittre.com/official,1
http://www.citi.com/ebay?twitter=mastercard,0
http://www.ebay.net/secure/password/citi,0
https://banking.dashboard-walmart.verify.biz,1
http://www.lcgin.biz/activity/access,1
https://224.215.151.214/activity,1
https://suspended.microsoft-google.wellsfargo.biz,1
http://www.mastercard.io,0
https://33.184.20.59/verify,1
https://youtube.edu@verify.net/alert,1
http://www.secure.walmart.io,0
https://twitter-github.target.co,1
https://www.account.amazon.gov,0
http://lgoin.io/account,1
http://www.mastorcard.biz/authenticate/login,1
http://ow.ly/sgUd1yzl,1
https://www.vreify.org/login/activity,1
https://www.cofnirm.info/paypal/activity,1
https://www.instagram.spotify.info,0
https://www.linkedin.instagram.com/spotify/apple?netflix=paypal&discover=profile,0
https://www.paypal.gov/signin/spotify?instagram=paypal,0
http://www.signin.org,0
http://amex.edu@verify.gov/password,1
https://www.amex.instagram-admin.biz,0
http://tr.im/z8oxyMy8,1
http://access.github-amazon.confirm.net,1
http://cli.gs/DmNtW,1
https://limited.bank-spotify.verify.co,1
https://131.33.127.63/password,1
http://update.edu,0
https://www.user.com/instagram/ebay/dashboard,0
http://229.205.236.9/limited,1
http://update.gov@netflix.org/urgent,1
http://www.secure.co,0
https://www.password-admin.biz/amazon/microsoft/bank,0
http://amex-apple.biz,0
https://www.twitter.biz,0
http://midrosoft.co/verify/login,1
https://tr.im/2HHKhNB,1
http://www.secure.org/admin/linkedin,0
https://www.user.discover.edu/microsoft,0
https://verify.io/euk3ubyqrky/963tclcbtstva7/xejld4ly3/pgjp08uowd1a7?secure=true&account=1&banking=yes,1
http://appel.net/activity/secure,1
https://is.gd/EtWEYwX,1
https://youtube.com@spotify.net/authenticate,1
http://goo.gl/DAXlgrm,1
https://www.amazon.gov,0
https://password.admin-github.secure.net,1
https://verify.info@twitter.net/notification,1
http://126.162.185.115/banking,1
http://ebay-signin.github.biz,1
https://www.paypal.account.edu/twitter/amex?profile=spotify&mastercard=netflix,0
https://instagram.edu/0mgl3rur63/96e3jqim7d0wlu/dj8v35b9syju9ge?alert=true&verify=1&verify=yes&verify=confirm&unusual=yes,1
https://amazon.info@amazon.net/banking,1
https://wellsfargo.info/ebay/linkedin/apple?account=mastercard&apple=user,0
http://www.citi-profile.co,0
https://www.youtube.visa-signin.org,0
http://www.psypal.net/password/limited,1
https://www.apple.instagram.net,0
https://187.151.252.50/access,1
https://www.signin.account.io/chase/google?instagram=walmart,0
https://www.microsoft.io,0
https://limited.profile-microsoft.mastercard.gov,1
http://dashboard.gov@secure.co/account,1
http://citi.edu@target.edu/suspended,1
https://www.linkedin.io/walmart/microsoft,0
http://ow.ly/Zw5RtfiA,1
https://134.205.118.25/activity,1
https://www.ebay.edu/microsoft/password/discover?youtube=profile,0
https://tr.im/ZttCB,1
https://74.68.225.2/wallet,1
http://secure.org/citi/update/user,0
http://wellsfagro.biz/official,1
http://chase.com/n603we1qbj/z4gri45w3/qen9wng9?activity=yes&account=confirm,1
https://is.gd/xHMJzk,1
https://amex.io,0
http://www.wellsfargo.verify.biz,0
http://authenticate.profile-target.chase.gov,1
http://netflix-verify.verify.edu,1
http://www.bank.io,0
https://signin.visa-mastercard.youtube.org,1
http://apple.edu,0
https://confirm.edu@update.edu/banking,1
